name	hallmark	disease
CTSZ	IL2_STAT5_SIGNALING	Amyloidosis Breast_Carcinoma Helicobacter-associated_gastritis Multiple_Sclerosis Pancreatic_Ductal_Adenocarcinoma Prostatic_Intraepithelial_Neoplasias Malignant_neoplasm_of_pancreas Carcinogenesis Infection_caused_by_Helicobacter_pylori Prostate_carcinoma Gastroesophageal_reflux_disease Malignant_neoplasm_of_prostate Pancreatic_carcinoma Adenocarcinoma Neoplasm_Metastasis Malignant_neoplasm_of_breast Stomach_Carcinoma Giant_Cell_Tumor_of_Bone Alzheimer's_Disease gastritis_h_pylori Senile_Plaques Malignant_neoplasm_of_stomach Tuberculosis Plaque,_Amyloid
RAD51	DNA_REPAIR	Hereditary_Malignant_Neoplasm FANCONI_ANEMIA,_COMPLEMENTATION_GROUP_A_(disorder) Mammary_Neoplasms Malignant_neoplasm_of_pancreas Congenital_hypoplasia_of_lung Nasopharyngeal_carcinoma Encephalopathies Cerebellar_Ataxia Mirror_movements_disorder Xeroderma_Pigmentosum,_Complementation_Group_D Hyperparathyroidism,_Primary Prostatic_Neoplasms Infection_caused_by_Helicobacter_pylori Squamous_cell_carcinoma_of_the_head_and_neck Ulcerative_Colitis Secondary_malignant_neoplasm_of_pancreas Colon_Carcinoma Secondary_malignant_neoplasm_of_lung Medulloblastoma Malignant_neoplasm_of_esophagus Bladder_Neoplasm Carcinoma,_Large_Cell Seizures Stomach_Carcinoma Tumor_Progression Multiple_malignancy Carcinogenesis leukemia Parathyroid_Adenoma Carcinoma_of_lung Small_cell_carcinoma_of_lung Secondary_malignant_neoplasm_of_lymph_node Lyme_Disease Malignant_tumor_of_colon Chemical_Carcinogenesis Breast_Carcinoma Thyroid_carcinoma Flushing Barrett's_Adenocarcinoma Chronic_Lymphocytic_Leukemia Myeloid_Leukemia,_Chronic Ovarian_Carcinoma Bronchioloalveolar_Adenocarcinoma Brain_Neoplasms MYELODYSPLASTIC_SYNDROME FANCONI_ANEMIA,_COMPLEMENTATION_GROUP_D2 Primary_malignant_neoplasm_of_lung Triple_Negative_Breast_Neoplasms Malignant_neoplasm_of_prostate Malignant_Neoplasms Squamous_cell_carcinoma cervical_cancer Treatment_related_acute_myeloid_leukaemia Invasive_Ductal_Breast_Carcinoma Ovarian_dysgenesis Congenital_chromosomal_disease Malignant_neoplasm_of_urinary_bladder Malignant_neoplasm_of_breast Parathyroid_Neoplasms Lymphoma Bloom_Syndrome Uveal_melanoma Herpes_Simplex_Infections Acute_leukemia Malignant_Head_and_Neck_Neoplasm Diphtheria Sporadic_Breast_Carcinoma Adenocarcinoma_of_pancreas Glioma Premature_aging_syndrome Esophageal_Neoplasms Multiple_Myeloma Hyperactive_behavior Osteosarcoma_of_bone Progeria Intrahepatic_Cholangiocarcinoma Malignant_tumor_of_cervix Leukoencephalopathy,_Progressive_Multifocal Epidermodysplasia_Verruciformis Metastatic_malignant_neoplasm_to_brain Cardiomyopathies Brain_Diseases Childhood_Acute_Lymphoblastic_Leukemia Pancreatic_carcinoma Sarcoma Pneumonitis Cystic_Fibrosis Malignant_neoplasm_of_ovary Small_Lymphocytic_Lymphoma Breast_Cancer,_Familial Gastrointestinal_Stromal_Tumors MIXED_LINEAGE_LEUKEMIA Primary_malignant_neoplasm Fanconi_Anemia Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Cervix_carcinoma Leukemia,_Myelocytic,_Acute Non-Small_Cell_Lung_Carcinoma Carcinoma_of_bladder Movement_Disorders Esophageal_carcinoma Neoplasm_Metastasis Adenoma Werner_Syndrome Glioblastoma Malignant_neoplasm_of_thyroid Osteosarcoma Deglutition_Disorders Glioblastoma_Multiforme Tumor_Initiation Malignant_neoplasm_of_lung Anaplasia Prostate_carcinoma Developmental_Disabilities Fibrosarcoma Trichohepatoenteric_Syndrome Liver_carcinoma Malignant_neoplasm_of_stomach Rectal_Carcinoma
RPL3L	ALLOGRAFT_REJECTION	
RAB17	ESTROGEN_RESPONSE_EARLY	Liver_carcinoma Neoplasm_Metastasis
PRKAA2	PI3K_AKT_MTOR_SIGNALING	Malignant_Pleural_Mesothelioma Inflammatory_Bowel_Diseases Metabolic_Syndrome_X Hereditary_hemochromatosis Ischemia_of_kidney Non-Small_Cell_Lung_Carcinoma Cardiomyopathy,_Hypertrophic,_Familial Ovarian_Carcinoma Lung_cyst Gyrate_Atrophy Neoplasm_Metastasis Congenital_Heart_Defects Diabetes Primary_malignant_neoplasm_of_lung Neuroblastoma Diffuse_Large_B-Cell_Lymphoma Renal_Cell_Carcinoma Experimental_Organism_Basal_Cell_Carcinoma Adenocarcinoma_of_pancreas Fatty_Liver Breast_Carcinoma Colorectal_Cancer Solid_Neoplasm Steatohepatitis Diabetic_Neuralgia Leukemia,_Myelocytic,_Acute Acute_lymphocytic_leukemia Colitis Cardiomyopathies refractory_CML Hyperactive_behavior Malignant_neoplasm_of_prostate leukemia Acidosis,_Lactic Obesity periodic_paralysis_(finding) Non-alcoholic_Fatty_Liver_Disease Carcinogenesis Memory_dysfunction Malignant_neoplasm_of_stomach Ductal_Breast_Carcinoma Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Mammary_Neoplasms Tuberous_Sclerosis Hyperinsulinism Diabetes_Mellitus Carcinoma_of_bladder Carcinoma_of_lung Malignant_neoplasm_of_ovary Liver_diseases Malignant_neoplasm_of_large_intestine Polycystic_Ovary_Syndrome Malignant_neoplasm_of_urinary_bladder Pain Atherosclerosis Ureteral_obstruction Glioblastoma Liver_carcinoma Childhood_Glioblastoma Colon_Carcinoma Stomach_Carcinoma Hematologic_Neoplasms Glioma Malignant_tumor_of_colon Leukemogenesis Tumor_Progression Malignant_neoplasm_of_pancreas Medulloblastoma Renal_tubular_disorder Hepatitis_C Bladder_Neoplasm Infection_by_Cryptococcus_neoformans Mammary_Ductal_Carcinoma Wolff-Parkinson-White_Syndrome Muscle_Weakness Myocardial_Ischemia Myeloid_Leukemia,_Chronic Critical_illness_myopathy Metabolic_Diseases melanoma Prostate_carcinoma Muscular_Dystrophy,_Oculopharyngeal Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Carcinoma,_Endometrioid Diabetes_Mellitus,_Non-Insulin-Dependent Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Familial_Periodic_Paralysis Arteriosclerosis Malignant_neoplasm_of_liver Alzheimer's_Disease Coronary_Arteriosclerosis Central_neuroblastoma Adult_Glioblastoma TUBEROUS_SCLEROSIS_1_(disorder) Endothelial_dysfunction Malignant_neoplasm_of_lung Fibromyalgia Malignant_neoplasm_of_breast Squamous_cell_carcinoma stage,_gastric_cancer Vascular_inflammations Colorectal_Carcinoma
RAB9A	PROTEIN_SECRETION	Mycoplasma_Infections Lipoidosis Pneumonia Streptococcal_Infections Hypercholesterolemia
F12	COAGULATION	Hereditary_Angioedema_Type_III Renal_Cell_Carcinoma Coronary_heart_disease Angioedemas,_Hereditary Diarrhea Factor_XII_Deficiency Welts Peripheral_Arterial_Diseases Coronary_Artery_Disease Thrombophilia Cardiovascular_Diseases Coronary_Arteriosclerosis Ischemic_stroke Blood_Coagulation_Disorders Cerebrovascular_accident Peripheral_Vascular_Diseases
TUFM	MYC_TARGETS_V1	Atherosclerosis Parkinson_Disease Hepatitis_B Benign_melanocytic_nevus Melanocytic_nevus Arteriosclerosis Chronic_Lymphocytic_Leukemia Nevus Obesity Ulcerative_Colitis Asthma Inflammatory_Bowel_Diseases
BTRC	HEME_METABOLISM	Adenomatous_Polyposis_Coli Carcinoma,_Endometrioid Medulloblastoma Leukemia,_Myelocytic,_Acute Malignant_neoplasm_of_pancreas melanoma Huntington_Disease Glioblastoma Stomach_Carcinoma Colonic_Neoplasms Primary_malignant_neoplasm_of_lung Colorectal_Cancer Breast_Carcinoma Neoplasm_Metastasis Malignant_neoplasm_of_stomach Triple_Negative_Breast_Neoplasms Malignant_neoplasm_of_lung Colorectal_Carcinoma Carcinogenesis Astrocytoma Papillary_thyroid_carcinoma Neuroectodermal_Tumor,_Primitive Pancreatic_carcinoma Lymphoma Multiple_Myeloma Liver_carcinoma Prostate_carcinoma Nasopharyngeal_carcinoma Malignant_neoplasm_of_breast Central_neuroblastoma Hepatoblastoma Multiple_tumors Carcinoma_of_lung Patent_ductus_arteriosus
HSD17B2	XENOBIOTIC_METABOLISM	Cardiomyopathy,_Familial_Idiopathic Colon_Carcinoma Malignant_tumor_of_colon Polycystic_Ovary_Syndrome Fibroid_Tumor Premature_Obstetric_Labor Malignant_neoplasm_of_ovary Ovarian_Carcinoma Colorectal_Cancer Neoplasm_Metastasis Malignant_neoplasm_of_breast Breast_Cancer,_Familial Malignant_neoplasm_of_endometrium Prostate_carcinoma Progressive_cGVHD Malignant_neoplasm_of_prostate Uterine_Corpus_Cancer Invasive_Lobular_Breast_Carcinoma Uterine_Fibroids Progressive_Neoplastic_Disease Colorectal_Carcinoma Rectal_Carcinoma Endometriosis Endometrial_Carcinoma Breast_Carcinoma Mammary_Neoplasms Hemangioma Sporadic_Breast_Carcinoma
RSU1	APICAL_JUNCTION	Glioblastoma Breast_Carcinoma Lupus_Erythematosus,_Systemic Primary_malignant_neoplasm Malignant_neoplasm_of_breast Glioma Secondary_malignant_neoplasm_of_lymph_node Neoplasm_Metastasis Carcinogenesis Malignant_Neoplasms Adenomatous_Polyposis_Coli
RAB5A	PROTEIN_SECRETION	Vesicular_Stomatitis Alzheimer's_Disease Ovarian_Carcinoma Secondary_malignant_neoplasm_of_bone Malignant_neoplasm_of_prostate Lyme_Disease Prostate_carcinoma Non-Small_Cell_Lung_Carcinoma cervical_cancer Oculocerebrorenal_Syndrome Malignant_neoplasm_of_ovary Virus_Diseases Adenocarcinoma_of_lung_(disorder) Motor_Neuron_Disease Carcinogenesis Breast_Carcinoma Liver_carcinoma Mild_cognitive_disorder Pancreatic_carcinoma Cervix_carcinoma Borna_Disease Malignant_neoplasm_of_pancreas Malignant_neoplasm_of_breast Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Renal_Cell_Carcinoma Asthma Neoplasm_Metastasis Primary_malignant_neoplasm_of_lung melanoma Malignant_neoplasm_of_lung Down_Syndrome Malignant_tumor_of_cervix Influenza Glioma Thyroid_Gland_Follicular_Adenoma Trisomy Amyotrophic_Lateral_Sclerosis Malignant_neoplasm_of_liver Disseminated_Malignant_Neoplasm Asthma_chronic Carcinoma_of_lung Hepatitis_B
AKR1B10	KRAS_SIGNALING_DN	Virus_Diseases Colorectal_Cancer Malignant_neoplasm_of_lung Adenocarcinoma_of_pancreas Chronic_colitis Endometrial_Carcinoma Primary_malignant_neoplasm_of_lung cervical_cancer Malignant_neoplasm_of_liver Liver_diseases Tumor_Progression Squamous_cell_carcinoma Colorectal_Carcinoma Adenoma Syphilis Cystic_Fibrosis Tumors_of_Adrenal_Cortex Carcinoma_of_lung Recurrent_tumor Precancerous_Conditions Papillary_renal_cell_carcinoma_type_2 Adenocarcinoma_of_lung_(disorder) Steatohepatitis Carcinogenesis Degenerative_polyarthritis Malignant_Neoplasms Refractory_cancer Stomach_Carcinoma Tumor_Angiogenesis Nicotine_withdrawal Malignant_neoplasm_of_gastrointestinal_tract Non-Small_Cell_Lung_Carcinoma Colon_Carcinoma Malignant_tumor_of_colon Hepatitis_C,_Chronic Barrett_Epithelium Hepatitis_C Breast_Carcinoma Pancreatic_intraepithelial_neoplasia Malignant_tumor_of_cervix Malignant_neoplasm_of_breast Uterine_Corpus_Cancer Familial_multiple_trichoepitheliomata Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Malignant_neoplasm_of_endometrium Glioblastoma Ulcerative_Colitis Adenocarcinoma_Of_Esophagus Pancreatic_carcinoma Hypoprebetalipoproteinemia,_Acanthocytosis,_Retinitis_Pigmentosa,_And_Pallidal_Degeneration Hallervorden-Spatz_Syndrome Adenocarcinoma Hepatocarcinogenesis Malignant_neoplasm_of_stomach Neoplasm_Metastasis Malignant_neoplasm_of_pancreas Pancreatic_Ductal_Adenocarcinoma Rheumatoid_Arthritis Cervix_carcinoma Cholangiocarcinoma Colorectal_Neoplasms Refractory_anemias Liver_carcinoma
DNAJA4	UNFOLDED_PROTEIN_RESPONSE	Carcinogenesis
WSB1	HYPOXIA	Neuroblastoma Neoplasm_Metastasis Malignant_neoplasm_of_pancreas Pancreatic_carcinoma Pancreatic_Neoplasm Central_neuroblastoma
DNAJB8	SPERMATOGENESIS	Colon_Carcinoma Renal_Cell_Carcinoma Colorectal_Cancer Colorectal_Carcinoma Primary_malignant_neoplasm Malignant_tumor_of_colon Central_Serous_Chorioretinopathy Malignant_Neoplasms
TMPRSS2	ANDROGEN_RESPONSE	Erythroblastosis Adenocarcinoma_of_prostate Secondary_malignant_neoplasm_of_lymph_node Epithelioma Congenital_chromosomal_disease Carcinoma,_Small_Cell Acinar_Cell_Carcinoma Small_cell_carcinoma_of_prostate Prostate_carcinoma Obesity Aortic_Valve_Insufficiency Virus_Diseases Metastatic_Prostate_Carcinoma Cancer_Pain Prostatic_Intraepithelial_Neoplasias Adenosis Multiple_malignancy Adenocarcinoma High-Grade_Prostatic_Intraepithelial_Neoplasia androgen_independent_prostate_cancer SVEINSSON_CHORIORETINAL_ATROPHY Benign_Prostatic_Hyperplasia Small_cell_carcinoma_of_lung Influenza Metastasis_from_malignant_tumor_of_prostate Tumor_Progression Ductal_Breast_Carcinoma Anaplasia Solid_Neoplasm Severe_Acute_Respiratory_Syndrome Malignant_neoplasm_of_prostate Secondary_malignant_neoplasm_of_bone Nijmegen_Breakage_Syndrome Mechanical_Allodynia Carcinogenesis Ewings_sarcoma Neoplasm_Metastasis Primary_malignant_neoplasm Familial_lichen_amyloidosis Prostatic_Hyperplasia Myeloid_Leukemia,_Chronic Invasive_carcinoma_of_breast Adenosis_of_Breast Malignant_Neoplasms Prostatic_Neoplasms Mucinous_Adenocarcinoma Tracheal_Diseases
MARCO	INFLAMMATORY_RESPONSE	Malignant_neoplasm_of_prostate Tuberculosis,_Pulmonary Bacterial_Infections Eczema Synovitis Prostate_carcinoma Dermatitis,_Atopic Infectious_disease_of_lung Septicemia Tuberculosis Mycoses Chronic_Obstructive_Airway_Disease Arthritis,_Reactive Sepsis Arthritis Liver_carcinoma Parasitic_Diseases Rheumatoid_Arthritis Spondylarthropathies Tumor_Progression Carotid_Atherosclerosis
RAP2B	P53_PATHWAY	Malignant_neoplasm_of_breast Central_neuroblastoma Epithelioma Germ_cell_tumor Carcinogenesis MIXED_LINEAGE_LEUKEMIA Malignant_epithelioma melanoma Gastrointestinal_Carcinoid_Tumor Neuroblastoma Tuberous_Sclerosis Breast_Carcinoma Leukemogenesis Renal_Cell_Carcinoma Myotonic_Dystrophy Neoplasm_Metastasis Parkinson_Disease Non-Small_Cell_Lung_Carcinoma
RALA	DNA_REPAIR	Pancreatic_Ductal_Adenocarcinoma Carcinogenesis Pancreatic_carcinoma cervical_cancer Non-Small_Cell_Lung_Carcinoma Colorectal_Cancer Malignant_neoplasm_of_pancreas Carcinoma_of_bladder Cervix_carcinoma Myeloid_Leukemia,_Chronic Colorectal_Carcinoma Malignant_Neoplasms Bladder_Neoplasm Malignant_tumor_of_cervix Squamous_cell_carcinoma Liver_carcinoma leukemia Primary_malignant_neoplasm
EEF2	UNFOLDED_PROTEIN_RESPONSE	Childhood_Neuroblastoma Myocardial_Ischemia Dystrophia_myotonica_2 Coronary_Arteriosclerosis Diffuse_Intrinsic_Pontine_Glioma Glioblastoma melanoma Central_neuroblastoma Chikungunya_Fever Diphtheria Alzheimer's_Disease Colorectal_Cancer Malignant_neoplasm_of_prostate Lymphoma,_Non-Hodgkin Lymphoma Neuroblastoma
DCK	E2F_TARGETS	Neuroblastoma Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse MIXED_LINEAGE_LEUKEMIA Patent_ductus_arteriosus Malignant_neoplasm_of_ovary Prostate_carcinoma Bladder_Neoplasm cervical_cancer Histiocytic_sarcoma Malignant_neoplasm_of_breast Mammary_Neoplasms Hematopoietic_Neoplasms Rash_and_Dermatitis_Adverse_Event_Associated_with_Chemoradiation Malignant_neoplasm_of_lung gliosarcoma Refractory_cancer Malignant_neoplasm_of_pancreas Li-Fraumeni_Syndrome Herpes_Simplex_Infections Glioma Hematologic_Neoplasms Acute_lymphocytic_leukemia Lymphoma,_Follicular Medullary_carcinoma_of_thyroid Malignant_neoplasm_of_prostate tumor_vasculature Primary_malignant_neoplasm_of_lung Pancreatic_carcinoma leukemia Papillary_thyroid_carcinoma Carcinoma_of_lung Hashimoto_Disease MYELODYSPLASTIC_SYNDROME Malignant_mesothelioma Solid_Neoplasm Pancreatic_Ductal_Adenocarcinoma Down_Syndrome Adenocarcinoma_of_lung_(disorder) Breast_Carcinoma Malignant_neoplasm_of_urinary_bladder Malignant_tumor_of_cervix Esophageal_Neoplasms Reticulosarcoma Leukemia,_Myelocytic,_Acute Hyperactive_behavior Carcinoma_of_bladder Infant_Acute_Lymphoblastic_Leukemia Uterine_Corpus_Sarcoma Diffuse_Large_B-Cell_Lymphoma Childhood_Acute_Lymphoblastic_Leukemia Cervix_carcinoma Central_neuroblastoma Ovarian_Carcinoma Non-Small_Cell_Lung_Carcinoma
RFC5	DNA_REPAIR	
DGUOK	DNA_REPAIR	Infant,_Premature Diffuse_Cerebral_Sclerosis_of_Schilder Mitochondrial_hepatopathy Leukemia,_Myelocytic,_Acute Malignant_neoplasm_of_pancreas Hematologic_Neoplasms Deoxyguanosine_Kinase_Deficiency Childhood_Acute_Lymphoblastic_Leukemia Mitochondrial_Respiratory_Chain_Deficiencies Cirrhosis Pancreatic_carcinoma Alpers_Syndrome_(disorder) Chronic_progressive_external_ophthalmoplegia Encephalopathies leukemia Liver_Failure Mitochondrial_Diseases Myopathy Liver_Cirrhosis Depletion_of_mitochondrial_DNA Brain_Diseases Cholestasis
ASL	XENOBIOTIC_METABOLISM	Liver_neoplasms Malignant_neoplasm_of_liver Glioblastoma Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Urea_Cycle_Disorders,_Inborn Autistic_Disorder Acute_hepatitis Hepatitis_B Hyperammonemia Intellectual_Disability Argininosuccinic_Aciduria Necrotizing_enterocolitis_in_fetus_OR_newborn Acute_type_B_viral_hepatitis Glioblastoma_Multiforme Mental_Retardation Necrotizing_Enterocolitis
RAB4A	ANDROGEN_RESPONSE	Kidney_Diseases Autoimmune_Diseases melanoma Congenital_absence_of_lung Adult_T-Cell_Lymphoma/Leukemia Trisomy HIV_Infections Lupus_Erythematosus Alzheimer's_Disease Encephalitis,_St._Louis Polycythemia_Vera Lupus_Erythematosus,_Discoid Antiphospholipid_Syndrome Multiple_Sclerosis Down_Syndrome Overlap_syndrome Sjogren's_Syndrome Lupus_Erythematosus,_Systemic Lupus_Vulgaris
DMC1	SPERMATOGENESIS	Glioblastoma Ovarian_dysgenesis Premature_Menopause Ovarian_Failure,_Premature Bloom_Syndrome
DNAJB4	TNFA_SIGNALING_VIA_NFKB	Malignant_neoplasm_of_lung Primary_malignant_neoplasm_of_lung Liver_carcinoma Hepatitis_B Rheumatoid_Arthritis Carcinoma_of_lung Non-Small_Cell_Lung_Carcinoma Stomach_Carcinoma Tumor_Progression Neoplasm_Metastasis Malignant_neoplasm_of_breast Hereditary_Diffuse_Gastric_Cancer Carcinogenesis Malignant_neoplasm_of_stomach Adenocarcinoma_of_lung_(disorder) Breast_Carcinoma
MAPKAPK3	P53_PATHWAY	Hepatitis_C,_Chronic Hepatitis_C Pancreatic_Ductal_Adenocarcinoma Retinal_Diseases
ENPEP	XENOBIOTIC_METABOLISM	Atrial_Fibrillation Drug_usage Major_Depressive_Disorder Adenoma Glioblastoma Therapy-related_myelodysplastic_syndrome Myeloid_Leukemia Carcinogenesis Smallpox Conn_Syndrome Malignant_neoplasm_of_prostate Renal_Cell_Carcinoma Virus_Diseases Complete_hydatidiform_mole Herpes_Simplex_Infections Cervix_carcinoma HIV_Infections Alzheimer's_Disease Kidney_Neoplasm Cervical_Intraepithelial_Neoplasia Canarypox_(disorder) Hypertensive_disease Cervical_high_grade_squamous_intraepithelial_lesion Prostate_carcinoma Squamous_cell_carcinoma MYELODYSPLASTIC_SYNDROME Oncocytoma,_renal AIDS_Dementia_Complex Tuberculosis Chromophobe_Renal_Cell_Carcinoma Autistic_Disorder Malignant_neoplasm_of_breast Choriocarcinoma Myelodysplasia Vesicular_Stomatitis Mammary_Neoplasms Breast_Carcinoma Hormone_refractory_prostate_cancer
ANPEP	EPITHELIAL_MESENCHYMAL_TRANSITION	Carcinogenesis Malignant_neoplasm_of_lung Herpes_Simplex_Infections Petit_mal_status Oncocytoma,_renal Neoplasm_Metastasis Chromosome_8,_monosomy_8p MYELODYSPLASTIC_SYNDROME Nephronophthisis Mixed_phenotype_acute_leukemia_B/myeloid Tumor_Progression Ovarian_Carcinoma Small_cell_carcinoma_of_lung Leukostasis Parkinsonian_Disorders Symmetrical_dyschromatosis_of_extremities Hypertrophy_of_kidney Glioma Non-Small_Cell_Lung_Carcinoma Acute_Megakaryocytic_Leukemias MIXED_LINEAGE_LEUKEMIA Thyroid_carcinoma Vasculitis Epithelial_ovarian_cancer Mature_T_ALL Monosomy_22 tumor_vasculature Retinoic_acid_-_acute_promyelocytic_leukemia_syndrome Breast_Carcinoma Acute_lymphocytic_leukemia Nephronophthisis,_familial_juvenile Atherosclerosis Leukemia,_Myelocytic,_Acute Atrophy_of_corpus_callosum Frontotemporal_dementia Adult_Acute_Lymphocytic_Leukemia Dystonia_Disorders Chromosome_8,_trisomy Prostate_carcinoma Follicular_thyroid_carcinoma Hepatoblastoma Tumor-Associated_Vasculature Epidemic_diarrhea Acute_Myeloid_Leukemia_(AML-M2) Pain Rheumatoid_Arthritis Kidney_Failure Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Dejerine-Sottas_Disease_(disorder) Autoimmune_Diseases Diabetes_Mellitus,_Insulin-Dependent Colon_Carcinoma Parapsoriasis Acute_Promyelocytic_Leukemia Malignant_neoplasm_of_breast Childhood_Acute_Lymphoblastic_Leukemia Lymphoma Myeloid_Leukemia,_Chronic Lymphoid_leukemia Amyotrophic_Lateral_Sclerosis Diabetes_Mellitus Primary_malignant_neoplasm_of_lung Precursor_B-cell_lymphoblastic_leukemia Obesity Major_Depressive_Disorder Mycosis_Fungoides Malignant_tumor_of_colon Carcinoma_of_lung Philadelphia_chromosome-positive_acute_lymphoblastic_leukemia Barrett_Esophagus Mixed_Salivary_Gland_Tumor leukemia melanoma Malignant_neoplasm_of_thyroid Eosinophilic_disorder Severe_Acute_Respiratory_Syndrome Diabetes Atrial_Fibrillation Acute_leukemia Meningioma,_benign,_no_ICD-O_subtype Cytomegalovirus_Infections Rubella Meningioma Malignant_neoplasm_of_prostate Brucella_melitensis_infection Dystonia Osteosarcoma_of_bone DOSAGE-SENSITIVE_SEX_REVERSAL Sucrase-isomaltase_deficiency,_congenital Acute_Undifferentiated_Leukemia Arteriosclerosis Osteosarcoma Ki-1+_Anaplastic_Large_Cell_Lymphoma Trichohepatoenteric_Syndrome Liver_carcinoma Liver_diseases Neoplasms Hypoadiponectinemia Cardiomyopathies Adenocarcinoma Eosinophilia Cholestasis X-Linked_Emery-Dreifuss_Muscular_Dystrophy Virus_Diseases Chronic_Lymphocytic_Leukemia Muscular_Dystrophy Chromophobe_Renal_Cell_Carcinoma Colitis Malignant_neoplasm_of_liver Liver_and_Intrahepatic_Biliary_Tract_Carcinoma
UQCRFS1	OXIDATIVE_PHOSPHORYLATION	Squamous_cell_carcinoma_of_the_head_and_neck Acute_leukemia Neuroblastoma Glioma Malignant_neoplasm_of_breast Malignant_tumor_of_colon Mammary_Neoplasms Malignant_neoplasm_of_gallbladder Colorectal_Cancer Malignant_neoplasm_of_pancreas Glioblastoma_Multiforme Triple_Negative_Breast_Neoplasms Aortic_Aneurysm,_Abdominal ovarian_neoplasm Tumor-Associated_Vasculature Angiogenic_Switch Breast_Carcinoma Malignant_neoplasm_of_ovary Non-Small_Cell_Lung_Carcinoma Pancreatic_carcinoma Leukemia,_Myelocytic,_Acute Adenocarcinoma_of_colon Epithelial_ovarian_cancer Liver_carcinoma Amyloidosis Central_neuroblastoma melanoma Neoplasm_Metastasis Gallbladder_Carcinoma Fibrosarcoma leukemia Neoplasms Hematologic_Neoplasms Tumor_Progression Carcinogenesis Ovarian_Carcinoma Pancreatic_Neoplasm Colon_Carcinoma Glioblastoma Colorectal_Carcinoma
FBXW11	NOTCH_SIGNALING	Neuroblastoma Central_neuroblastoma Epithelioma Adenocarcinoma_of_lung_(disorder) Mixed_Salivary_Gland_Tumor Pancreatic_carcinoma Carcinoma_of_bladder Colon_Carcinoma Fibrosarcoma Sarcoma Myeloid_Leukemia Small_cell_carcinoma_of_lung Secondary_malignant_neoplasm_of_lung Adenomatous_Polyposis_Coli Osteosarcoma_of_bone Malignant_tumor_of_colon Metastatic_osteosarcoma Childhood_Osteosarcoma Osteosarcoma melanoma Stomach_Carcinoma
RHOD	ESTROGEN_RESPONSE_EARLY	Malignant_neoplasm_of_breast Hypertensive_disease Cardiovascular_Diseases Early_gastric_cancer Breast_Carcinoma Stomach_Carcinoma melanoma Malignant_neoplasm_of_stomach Congestive_heart_failure
ASB7	KRAS_SIGNALING_DN	
AFG3L2	OXIDATIVE_PHOSPHORYLATION	Spinocerebellar_ataxia_type_28 SPASTIC_PARAPLEGIA_7,_AUTOSOMAL_RECESSIVE Neuropathy Blepharoptosis Microcephaly Progressive_cerebellar_ataxia Chronic_progressive_external_ophthalmoplegia Cerebellar_Ataxia Ataxias,_Hereditary Ataxia,_Spinocerebellar Spastic_Paraplegia_Type_7 Muscle_Spasticity Ataxic Spastic_Paraplegia,_Hereditary Ataxia Dentatorubral-Pallidoluysian_Atrophy Myoclonus Cerebellar_atrophy Ptosis Spastic Henoch-Schoenlein_Purpura Cardiac_Arrest Spastic_Ataxia SPINOCEREBELLAR_ATAXIA_28 Neurodegenerative_Disorders
RAB34	ADIPOGENESIS	Glioma Liver_carcinoma Tumor_Progression
CFI	COAGULATION	Liver_neoplasms Hemolytic-Uremic_Syndrome Leukocytoclastic_vasculitis Recurrent_pneumonia Solid_Neoplasm Pituitary_Diseases Complement_Factor_I_(C3_inactivator)_deficiency Liver_carcinoma Non-Small_Cell_Lung_Carcinoma Myopia Age_related_macular_degeneration Acute_anterior_uveitis Bronchiectasis Vasculitis,_Leukocytoclastic,_Cutaneous Cystic_Fibrosis Atypical_Hemolytic_Uremic_Syndrome Primary_malignant_neoplasm Uveitis Leukoencephalitis,_Acute_Hemorrhagic Malignant_Neoplasms Afibrinogenemia Bacterial_Infections Malignant_neoplasm_of_breast Thrombotic_Microangiopathies HELLP_Syndrome Breast_Carcinoma
ARF6	MITOTIC_SPINDLE	Colorectal_Cancer Seizures Epilepsy,_Myoclonic,_Infantile Malignant_neoplasm_of_pancreas Triple_Negative_Breast_Neoplasms Squamous_cell_carcinoma_of_tongue Salmonella_infections Squamous_cell_carcinoma_of_the_head_and_neck Liver_carcinoma Mammary_Neoplasms Neoplasm_Metastasis melanoma Congenital_Abnormality Hyperactive_behavior Primary_malignant_neoplasm Invasive_carcinoma_of_breast Malignant_neoplasm_of_breast Neoplasms Malignant_Head_and_Neck_Neoplasm Secondary_malignant_neoplasm_of_lung Cyst Metastatic_Neoplasm Head_and_Neck_Carcinoma Malignant_Neoplasms Pancreatic_carcinoma Breast_Carcinoma Niemann-Pick_Disease,_Type_C Vesicular_Stomatitis Biliary_Atresia Nasopharyngeal_carcinoma Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Liver_neoplasms Malignant_neoplasm_of_liver
