name	hallmark	disease
ZAP70	ALLOGRAFT_REJECTION	Congenital_chromosomal_disease Seronegative_rheumatoid_arthritis Paraproteinemias Eczema ZAP70_deficiency Hodgkin_Disease Myeloid_Leukemia,_Chronic Chromosome_12,_12p_trisomy Progressive_Neoplastic_Disease Glioma B-Cell_Lymphomas Leukemia,_Prolymphocytic,_B-Cell Primary_Cutaneous_Anaplastic_Large_Cell_Lymphoma Omenn_Syndrome Immunologic_Deficiency_Syndromes Condylomata_Acuminata Richter's_syndrome Arthritis Severe_Combined_Immunodeficiency Combined_immunodeficiency Lymphoma Chronic_Lymphocytic_Leukemia oligodendroglioma Leukemia,_B-Cell Autoimmune_arthritis Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Stickler_syndrome,_type_1 Kniest_dysplasia Hyperactive_behavior Spondyloepiphyseal_Dysplasia Astrocytoma Dermatologic_disorders Burkitt_Lymphoma Human_papilloma_virus_infection Lymphocytosis Autoimmune_Diseases Well_Differentiated_Oligodendroglioma Degenerative_polyarthritis Stickler_syndrome_(disorder) Severe_Aplastic_Anemia Indolent_Non-Hodgkin_Lymphoma Spondyloepiphyseal_dysplasia,_congenita leukemia Lymphoma,_Follicular Chronic_Lymphocytic_Leukemia/Small_Lymphocytic_Lymphoma Genital_ulcers T-Cell_Lymphoma Precursor_B-cell_lymphoblastic_leukemia Rheumatoid_Arthritis Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Bacterial_Vaginosis Lupus_Erythematosus,_Systemic DiGeorge_Syndrome Disease_due_to_Papilloma_virus Gonorrhea Peripheral_T-Cell_Lymphoma Neoplasm_Metastasis Trisomy Ki-1+_Anaplastic_Large_Cell_Lymphoma Neoplasm,_Residual Multiple_Myeloma Constitutional_Symptom Adult_T-Cell_Lymphoma/Leukemia Progressive_cGVHD Papilloma Acute_lymphocytic_leukemia
HNRNPA3	MYC_TARGETS_V1	Familial_medullary_thyroid_carcinoma Medullary_carcinoma_of_thyroid Schizophrenia Hereditary_Malignant_Neoplasm Multiple_endocrine_neoplasia_Type_2 GRN-related_frontotemporal_dementia Motor_Neuron_Disease Frontotemporal_Lobar_Degeneration Multiple_Endocrine_Neoplasia_Type_2a
EXOSC4	UNFOLDED_PROTEIN_RESPONSE	
CCR7	INFLAMMATORY_RESPONSE	Secondary_malignant_neoplasm_of_lymph_node Coronary_Arteriosclerosis Pulmonary_Fibrosis Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Sezary_Syndrome Adenocarcinoma_of_pancreas Polycythemia_Vera Adenomatous_polyp_of_colon Malignant_neoplasm_of_gallbladder Thymoma Acute_monocytic_leukemia secondary_acute_myeloid_leukemia Malignant_neoplasm_of_ovary Thyroid_Neoplasm Refractory_anaemia_with_excess_blasts Squamous_cell_carcinoma_of_esophagus Lymphoma Cytogenetically_normal_acute_myeloid_leukemia Ulcerative_Colitis leukemia Solid_Neoplasm Uveal_melanoma Synovitis Malaria Acute_Undifferentiated_Leukemia Squamous_cell_carcinoma,_metastatic Obesity Lymphatic_Metastasis Adult_Acute_Myeloblastic_Leukemia Myocardial_Failure Multiple_Sclerosis Monoclonal_Gammopathy_of_Undetermined_Significance Inflammatory_Breast_Carcinoma Primary_malignant_neoplasm_of_lung Chronic_granulomatous_disease Atherosclerosis Neoplasms Papillary_thyroid_carcinoma Adult_T-Cell_Lymphoma/Leukemia Tonsillar_Carcinoma Crohn_Disease Autoimmune_Diseases Intestinal_Cancer Monosomy Idiopathic_pulmonary_arterial_hypertension Chronic_Lymphocytic_Leukemia Benign_neurologic_neoplasms Colorectal_Carcinoma Hyperlipidemia Neoplasm_Metastasis Non-Small_Cell_Lung_Carcinoma Acute_myocardial_infarction Primary_malignant_neoplasm Squamous_cell_carcinoma Echinococcosis Stomach_Neoplasms Myeloid_Leukemia Pancreatic_carcinoma Congestive_heart_failure Myeloid_Leukemia,_Chronic Acute_Promyelocytic_Leukemia Leukemogenesis Colon_Carcinoma Carcinoma_breast_stage_IV MYELODYSPLASTIC_SYNDROME Radioulnar_Synostosis_with_Amegakaryocytic_Thrombocytopenia Hamman-Rich_syndrome Adenocarcinoma_of_lung_(disorder) gastritis_h_pylori Stomach_Carcinoma Gastric_Adenocarcinoma Adenocarcinoma Hodgkin_Disease Endometrial_Carcinoma Acute_leukemia Squamous_cell_carcinoma_of_the_head_and_neck Ependymoma Malignant_neoplasm_of_prostate Behcet_Syndrome Liver_carcinoma Gallbladder_Carcinoma melanoma Post_MI Atrial_Premature_Complexes Heart_failure Childhood_Acute_Myeloid_Leukemia Malignant_neoplasm_of_lung Multiple_Myeloma Thyroid_carcinoma Congenital_thrombocytopenia Chromosome_8,_trisomy Malignant_neoplasm_of_stomach Undifferentiated_leukemia Precursor_B-cell_lymphoblastic_leukemia Acute_lymphocytic_leukemia Benign_Prostatic_Hyperplasia MIXED_LINEAGE_LEUKEMIA Ileitis Chlamydia_Infections Mammary_Neoplasms Leukemia,_Myelocytic,_Acute Lymphocytic_infiltration Juvenile_Myelomonocytic_Leukemia Promyelocytic_leukemia Leukemia,_Myeloid,_Chronic-Phase Progression_of_non-small_cell_lung_cancer Malnutrition Bone_marrow_myeloid_dysplasia Carcinoma_of_lung Hepatitis_C,_Chronic Coronary_Artery_Disease Immunologic_Deficiency_Syndromes Hyperactive_behavior knee_symptoms Coronary_heart_disease Carcinogenesis Acute_GVH_disease Epithelial_ovarian_cancer Malignant_neoplasm_of_pancreas Aplastic_Anemia Chronic_Obstructive_Airway_Disease Acute_Megakaryocytic_Leukemias Encephalomyelitis Lyme_Disease Sjogren's_Syndrome Myelomonocytic_leukemia Cytomegalovirus_Infections Myeloproliferative_disease Common_Variable_Immunodeficiency Lymphoma,_T-Cell,_Cutaneous Helicobacter-associated_gastritis Colorectal_Cancer Colitis Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Hypertensive_disease Graft-vs-Host_Disease Mammary_Tumorigenesis Congenital_chromosomal_disease Philadelphia_chromosome_positive_chronic_myelogenous_leukemia Primary_biliary_cirrhosis Leukemia,_T-Cell Asthma Prostate_carcinoma Acquired_Hypogammaglobulinemia Blast_Phase Fanconi_Anemia Sarcoidosis Juvenile_arthritis Neoplasm,_Residual Myelodysplasia Ovarian_Carcinoma Nasopharyngeal_carcinoma Breast_Carcinoma Malignant_neoplasm_of_breast Glioma Secondary_malignant_neoplasm_of_lung Idiopathic_Pulmonary_Fibrosis Lymphoma,_Non-Hodgkin Metastases_to_adrenals Arteriosclerosis Triple_Negative_Breast_Neoplasms Hepatosplenomegaly Anemia Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Systemic_Scleroderma Malignant_neoplasm_tonsil Hematologic_Neoplasms Juvenile_rheumatoid_arthritis Malignant_tumor_of_colon Lupus_Erythematosus,_Systemic FANCONI_ANEMIA,_COMPLEMENTATION_GROUP_A_(disorder) Secondary_malignant_neoplasm_of_liver Acute_Myeloid_Leukemia_Arising_from_Previous_Myelodysplastic_Syndrome Chronic_inflammatory_disorder Psoriasis
EIF4H	MYC_TARGETS_V1	Adenocarcinoma_of_lung_(disorder) Malignant_tumor_of_colon Carcinogenesis Colon_Carcinoma Colorectal_Carcinoma Williams_Syndrome Colorectal_Cancer Tumor_Promotion
ITGB7	INTERFERON_GAMMA_RESPONSE	Diabetes_Mellitus,_Insulin-Dependent Diabetes Diabetes_Mellitus Graft-vs-Host_Disease Lymphoma,_T-Cell,_Cutaneous Lymphoma Multiple_Myeloma Eosinophilic_disorder Adult_T-Cell_Lymphoma/Leukemia Asthma Acute_GVH_disease T-Cell_Lymphoma Leukemia,_T-Cell Eosinophilia
FGG	COAGULATION	Thrombotic_Microangiopathies Cerebrovascular_accident Hypofibrinogenemia Atherosclerosis Hemophilia_B Congenital_hypofibrinogenemia Myocardial_Infarction Dysfibrinogenemia,_Congenital Ischemic_stroke Activated_Protein_C_Resistance Arthritis,_Psoriatic Arteriosclerosis Obesity Dysfibrinogenemia Cardiovascular_Diseases Deep_Vein_Thrombosis Afibrinogenemia Fibrinogen_Deficiency Muscle_Rigidity
C1QBP	MYC_TARGETS_V1	Glioma Cervix_carcinoma Uterine_Corpus_Cancer Tumor_Progression Duodenal_Ulcer Meningioma Cervical_Squamous_Cell_Carcinoma Multiple_Chronic_Conditions Breast_Carcinoma cervical_cancer Liver_carcinoma Stomach_Carcinoma Squamous_cell_carcinoma Malignant_neoplasm_of_pancreas Malignant_tumor_of_cervix Addictive_Behavior Pancreatic_carcinoma Neuroblastoma Thrombophilia Carcinoma_of_lung Central_neuroblastoma Carcinogenesis Congenital_Abnormality Secondary_malignant_neoplasm_of_lymph_node Secondary_malignant_neoplasm_of_liver Malignant_neoplasm_of_breast Malignant_neoplasm_of_endometrium Endometrial_Carcinoma Malignant_neoplasm_of_stomach Hepatitis_C Arteriosclerosis Intestinal_metaplasia_of_gastric_mucosa Severe_Combined_Immunodeficiency Malignant_neoplasm_of_brain Pneumonia Atherosclerosis Lymphoma Triple_Negative_Breast_Neoplasms Neoplasm_Metastasis Chronic_gastritis
PSMD12	MTORC1_SIGNALING	Sarcoidosis Malaria Diabetes_Mellitus,_Insulin-Dependent Rheumatoid_Arthritis Leukemia,_Large_Granular_Lymphocytic Hodgkin_Disease Tumor_Necrosis_Factor_Receptor_1-Associated_Periodic_Syndrome Van_der_Woude_syndrome Leukemia,_Myelocytic,_Acute Hepatitis_C,_Chronic Neurodegenerative_Disorders
CNTN1	APICAL_JUNCTION	Progressive_cerebellar_ataxia Neoplasm_Metastasis Malignant_neoplasm_of_lung Secondary_malignant_neoplasm_of_bone Malignant_neoplasm_of_prostate Arthrogryposis Malignant_neoplasm_of_stomach Primary_malignant_neoplasm_of_lung Congenital_myopathy_(disorder) Huntington_Disease Esophageal_Neoplasms Adenocarcinoma_of_lung_(disorder) Esophageal_carcinoma Secondary_malignant_neoplasm_of_lung Malignant_neoplasm_of_esophagus Carcinoma_of_lung Stomach_Carcinoma Prostate_carcinoma Tumor_Initiation
NCL	G2M_CHECKPOINT	Carcinogenesis Juvenile_Neuronal_Ceroid_Lipofuscinosis Pancreatic_carcinoma Congenital_Abnormality Multiple_malignancy Carcinoma_of_lung Liver_neoplasms Dengue_Fever Spinal_Muscular_Atrophy Respiratory_syncytial_virus_(RSV)_infection_in_conditions_classified_elsewhere_and_of_unspecified_site CEROID_LIPOFUSCINOSIS,_NEURONAL,_6 Mammary_Neoplasms Metastatic_Renal_Cell_Cancer Glioblastoma Pancreatic_Ductal_Adenocarcinoma Impaired_cognition Exanthema cervical_cancer Paget_Disease_Extramammary Hemangioendothelioma Breast_Carcinoma Respiratory_Syncytial_Virus_Infections Stomach_Carcinoma Mental_Retardation Intellectual_Disability Malignant_neoplasm_of_breast tumor_vasculature Cervix_carcinoma Cleft_Lip_with_or_without_Cleft_Palate Adenocarcinoma Chronic_Lymphocytic_Leukemia Triple_Negative_Breast_Neoplasms Generalized_seizures Squamous_cell_carcinoma Lupus_Erythematosus,_Discoid HIV_Infections Cleft_lip,_isolated Malignant_neoplasm_of_stomach Lupus_Erythematosus,_Systemic Neoplasm_Metastasis Squamous_intraepithelial_lesion Lung_Neoplasms Tumor_Progression Conventional_(Clear_Cell)_Renal_Cell_Carcinoma Neurodegenerative_Disorders Astrocytoma Nasopharyngeal_carcinoma Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Hepatocarcinogenesis leukemia Glioma Carcinoma_of_larynx Malignant_neoplasm_of_lung Leukemogenesis Northern_epilepsy_syndrome Lysosomal_Storage_Diseases Non-Small_Cell_Lung_Carcinoma Papillary_thyroid_carcinoma Malignant_tumor_of_cervix Lupus_Vulgaris Neuronal_Ceroid-Lipofuscinoses Malignant_neoplasm_of_pancreas Cleft_face Tumor_Angiogenesis melanoma Ductal_Carcinoma Colon_Carcinoma Adult_Neuronal_Ceroid_Lipofuscinosis Liver_carcinoma B-Cell_Lymphomas CEROID_LIPOFUSCINOSIS,_NEURONAL,_5 Patent_ductus_arteriosus Primary_malignant_neoplasm_of_lung Lupus_Erythematosus
SMC2	G2M_CHECKPOINT	Central_neuroblastoma Intestinal_Neoplasms Marijuana_Abuse Psychotic_Disorders Neuroblastoma Nonorganic_psychosis Psychotic_symptom Lymphoma Empyema,_Pleural leukemia Pyothorax-Associated_Lymphoma
CARTPT	ALLOGRAFT_REJECTION	Alcoholic_Intoxication,_Chronic Leukemia,_Myelocytic,_Acute Anorexia Carcinoid_tumor_no_ICD-O_subtype Drug_Dependence Anxiety_Disorders Hypercholesterolemia Methamphetamine_dependence Middle_Cerebral_Artery_Occlusion Drug_abuse Cytokine_release_syndrome Eating_Disorders Diabetes_Mellitus Alzheimer's_Disease Mental_disorders Cocaine_Abuse Schizophrenia Mental_Depression Anxiety Amyloidosis Pancytopenia Invasive_aspergillosis Alcohol_Use_Disorder Cerebrovascular_accident Nonorganic_psychosis Memory_impairment Gallbladder_Carcinoma Chronic_schizophrenia Disorder_of_endocrine_ovary Intestinal_Neoplasms Microvascular_Angina Psychotic_Disorders Nicotine_Dependence Cerebral_Infarction Addictive_Behavior Obesity Bipolar_Disorder Chills Ischemic_stroke Neuroendocrine_Tumors Depressive_disorder Cerebral_Ischemia Malaria Carcinoid_Tumor Hyperbilirubinemia
EEF1E1	MTORC1_SIGNALING	Retinopathy_of_Prematurity Multiple_Myeloma Non-Small_Cell_Lung_Carcinoma Malignant_neoplasm_of_urinary_bladder Morphologically_abnormal_structure_(morphologic_abnormality) Bladder_Neoplasm Meningioma MYELODYSPLASTIC_SYNDROME Hemorrhagic_Fevers,_Viral Carcinoma_of_bladder Obesity Malignant_neoplasm_of_lung
CACNA1B	PEROXISOME	Schizophrenia Bipolar_Disorder Dystonia_Disorders Dystonia Myoclonic_dystonia
RAD54L	G2M_CHECKPOINT	Malignant_neoplasm_of_pancreas Mammary_Neoplasms Meningioma Pancreatic_carcinoma Ovarian_Carcinoma Chronic_Lymphocytic_Leukemia Choroid_Plexus_Carcinoma Glioma Meningeal_Neoplasms Malignant_neoplasm_of_ovary Immunologic_Deficiency_Syndromes
CAMK2B	MYOGENESIS	Breast_Carcinoma Metastatic_melanoma Intellectual_Disability Influenza Neuroblastoma melanoma Mammary_Neoplasms Malignant_neoplasm_of_breast Central_neuroblastoma
CHGA	PANCREAS_BETA_CELLS	Essential_Hypertension Prolactinoma Gastric_Adenocarcinoma Hypercalcemia Null_Cell_Pituitary_Gland_Adenoma genetic_hypertension Squamous_cell_carcinoma Gastrointestinal_symptom Non-Small_Cell_Lung_Carcinoma Hyperparathyroidism,_Primary Colorectal_Cancer Stomach_Carcinoma Bladder_Neoplasm Diabetes_Mellitus Ewings_sarcoma Adenocarcinoma_of_cecum Carcinoma,_Neuroendocrine Colitis Parathyroid_Adenoma Pituitary_Adenoma Adenocarcinoma_of_prostate Gastric_Carcinoid_Tumor Bilateral_pheochromocytoma_and_islet_cell_adenoma_of_the_pancreas Midgut_Carcinoid_Tumor Encephalomyelitis Multiple_Sclerosis Well_Differentiated_Pancreatic_Endocrine_Tumor Pheochromocytoma,_malignant Lymphoma Inflammatory_Bowel_Diseases Sessile_Serrated_Adenoma/Polyp Constipation Obesity Malignant_neoplasm_of_lung Bisphosphonate-associated_osteonecrosis Neuroblastoma Pancreatic_carcinoma Secondary_malignant_neoplasm_of_lymph_node Primary_malignant_neoplasm_of_lung Diabetes Carcinoma,_Small_Cell Carcinoid_Tumor Cardiovascular_Diseases Tumor_Progression Ulcerative_Colitis Trichohepatoenteric_Syndrome Chronic_kidney_disease_stage_5 Colitis,_Collagenous Sleep_Apnea,_Obstructive Von_Hippel-Lindau_Syndrome Kidney_Failure,_Chronic Adrenocortical_carcinoma Gastrointestinal_Stromal_Tumors Small_cell_carcinoma_of_the_cervix Carcinoma_of_lung Small_Intestinal_Neuroendocrine_Neoplasm Small_cell_carcinoma_of_lung Polyglandular_Type_I_Autoimmune_Syndrome Diabetes_Mellitus,_Non-Insulin-Dependent Metabolic_Diseases Malignant_neoplasm_of_urinary_bladder Neoplasm_Metastasis Childhood_Neuroblastoma Pain Schizophrenia Leukemia,_Myelocytic,_Acute COPPER_TOXICOSIS,_IDIOPATHIC Secondary_malignant_neoplasm_of_liver Severe_diarrhea Pheochromocytoma Ewing_Sarcoma/Peripheral_Primitive_Neuroectodermal_Tumor Medullary_carcinoma_of_thyroid Malignant_neoplasm_of_pancreas Neuroendocrine_Tumors Parathyroid_hyperplasia ALPHA-THALASSEMIA/MENTAL_RETARDATION_SYNDROME,_NONDELETION_TYPE,_X-LINKED Multiple_Endocrine_Neoplasia_Type_1 Diabetes_Mellitus,_Insulin-Dependent Adenoma Paraganglioma Liver_carcinoma Prostate_carcinoma hypertensive_nephropathy Heart_failure Pancreatic_Diseases Malignant_neoplasm_of_prostate Carcinoid_tumor_no_ICD-O_subtype Zollinger-Ellison_syndrome Carcinoma_of_bladder Neuroectodermal_Tumor,_Primitive Gastrinoma Adenocarcinoma Ewings_sarcoma-primitive_neuroectodermal_tumor_(PNET) Parathyroid_Neoplasms Central_neuroblastoma Cardiomyopathy,_Dilated Colitis,_Lymphocytic Hypoglycemia Hypertensive_disease Pituitary_Neoplasms Metabolic_Syndrome_X Amyotrophic_Lateral_Sclerosis Lung_Neoplasms Gastrointestinal_Neoplasms Congestive_heart_failure
SRGN	ALLOGRAFT_REJECTION	Cleft_palate,_isolated Abnormal_behavior Tumor_Angiogenesis Acute_Erythroblastic_Leukemia Impaired_glucose_tolerance Adolescent_Gynecomastia Neoplasm_Metastasis Malignant_neoplasm_of_breast Mental_disorders Nasopharyngeal_carcinoma Secondary_malignant_neoplasm_of_liver Epstein-Barr_Virus_Infections Multiple_Myeloma Acute_Promyelocytic_Leukemia aggressive_cancer Severe_Combined_Immunodeficiency Breast_Carcinoma Promyelocytic_leukemia Squamous_cell_carcinoma_of_esophagus
UPF1	G2M_CHECKPOINT	Carcinogenesis Pancreatic_Adenosquamous_Carcinoma Scleroatonic_muscular_dystrophy Stomach_Carcinoma Malignant_neoplasm_of_stomach Malignant_neoplasm_of_prostate Amyotrophic_Lateral_Sclerosis Colorectal_Cancer Liver_carcinoma Neoplasm_Metastasis Prostate_carcinoma
APOH	ANGIOGENESIS	Pregnancy_Complications Myocardial_Infarction Collagen_Diseases Heparin-induced_thrombocytopenia Liver_neoplasms Liver_carcinoma Blood_Coagulation_Disorders melanoma Cirrhosis Ischemic_stroke Factor_V_Leiden_mutation Endothelial_dysfunction Lupus_anticoagulant_disorder Atherosclerosis Diabetes_Mellitus Lupus_Vulgaris Cardiovascular_Diseases Autoimmune_Diseases Peripheral_Arterial_Diseases Lupus_Erythematosus,_Discoid Arteriosclerosis Hepatitis_C Meniere_Disease Thrombocytopenia Lupus_Erythematosus Kidney_Failure Vascular_Diseases Antiphospholipid_Syndrome Thrombophilia Metabolic_Syndrome_X Anemia Protein_S_Deficiency Gastrointestinal_tract_vascular_insufficiency Hypertensive_disease Vascular_insufficiency_of_intestine Liver_Cirrhosis Obesity Virus_Diseases Lupus_Erythematosus,_Systemic Polyendocrinopathies,_Autoimmune Chronic_Lymphocytic_Leukemia Diabetes Rheumatism
PRKCG	ALLOGRAFT_REJECTION	Dystonia_Disorders Cardiac_Arrest Nystagmus Spinocerebellar_ataxia_14 Ataxia Cerebellar_Ataxia Colon_Carcinoma Parkinsonian_Disorders Neuralgia Dentatorubral-Pallidoluysian_Atrophy Social_disinhibition Impulsive_character_(finding) Tumor_Promotion Osteosarcoma_of_bone Osteosarcoma Myoclonus Gait_Ataxia Neurodegenerative_Disorders Dystonia Cerebellar_Diseases Progressive_cerebellar_ataxia Ataxia,_Spinocerebellar
CD247	ALLOGRAFT_REJECTION	Glioma Mesothelioma Immunologic_Deficiency_Syndromes Hodgkin_Disease Pseudohyperkalemia_Cardiff Severe_Aplastic_Anemia Lupus_Erythematosus MYELODYSPLASTIC_SYNDROME Down_Syndrome Rheumatoid_Arthritis Leukemia,_B-Cell Juvenile_arthritis Progressive_cGVHD Autoimmune_Diseases Diabetes_Mellitus,_Non-Insulin-Dependent Colorectal_Carcinoma Carney_Complex,_Type_1 Hepatitis_C,_Chronic Progressive_Neoplastic_Disease Adult_T-Cell_Lymphoma/Leukemia Lymphocytic_infiltration Ovarian_Carcinoma Myeloid_Leukemia,_Chronic Inflammatory_cardiomyopathy Stomach_Carcinoma Lupus_Vulgaris HIV_Infections Lip_and_Oral_Cavity_Carcinoma Malignant_neoplasm_of_mouth Colorectal_Cancer Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma leukemia Malignant_Neoplasms Hepatitis_B Pelvic_Inflammatory_Disease Chronic_Lymphocytic_Leukemia Encephalitis,_St._Louis Epithelial_ovarian_cancer Acquired_aplastic_anemia Aplastic_Anemia Squamous_cell_carcinoma_of_the_head_and_neck Lupus_Erythematosus,_Systemic Thymoma Malignant_Head_and_Neck_Neoplasm Secondary_malignant_neoplasm_of_lymph_node Lupus_Erythematosus,_Discoid Teratoma Leukemia,_T-Cell Multiple_Myeloma Systemic_Scleroderma T-Cell_Lymphoma Lymphoma
PSME3	MTORC1_SIGNALING	Steatohepatitis Hepatitis_C Carcinogenesis Breast_Carcinoma Papilloma Lupus_Erythematosus,_Discoid Septicemia Epithelial_hyperplasia_of_skin Tumor_Progression Staphylococcus_aureus_infection Malignant_neoplasm_of_endometrium Sepsis Lupus_Vulgaris Malignant_neoplasm_of_breast Lupus_Erythematosus Non-Small_Cell_Lung_Carcinoma Endometrial_Carcinoma Abnormal_behavior Skin_Carcinogenesis Huntington_Disease Multiple_malignancy Fatty_Liver Immunosuppression Ataxia_Telangiectasia Lupus_Erythematosus,_Systemic Lip_and_Oral_Cavity_Carcinoma Liver_carcinoma Hepatocarcinogenesis Uterine_Corpus_Cancer Malignant_neoplasm_of_mouth
CDC5L	UV_RESPONSE_UP	Carcinogenesis Osteosarcoma Liver_carcinoma Adenocarcinoma Osteosarcoma_of_bone Colorectal_Neoplasms Lung_Neoplasms
NDUFB3	OXIDATIVE_PHOSPHORYLATION	Megaloblastic_anemia_due_to_inborn_errors_of_metabolism Malignant_neoplasm_of_breast Breast_Carcinoma
RAD51AP1	E2F_TARGETS	Liver_neoplasms MIXED_LINEAGE_LEUKEMIA Intrahepatic_Cholangiocarcinoma Small_Lymphocytic_Lymphoma Liver_carcinoma Aggressive_Non-Hodgkin_Lymphoma Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse
RRM1	MYC_TARGETS_V1	Upper_Respiratory_Infections Hepatoblastoma Multiple_Myeloma Aplasia_Cutis_Congenita Stage_IV_Bladder_Cancer_AJCC_v6 Leukemia,_Myelocytic,_Acute Malignant_neoplasm_of_stomach Nephroblastoma Pancreatic_carcinoma Colorectal_cancer_metastatic Vomiting Colorectal_Cancer Breast_Carcinoma Malignant_neoplasm_of_lung stage,_non-small_cell_lung_cancer Malignant_tumor_of_colon Triple_Negative_Breast_Neoplasms Carcinoma_of_lung Carcinogenesis Malignant_neoplasm_of_pancreas Colon_Carcinoma Malignant_mesothelioma Xeroderma_Pigmentosum,_Complementation_Group_D ovarian_neoplasm Leukopenia Small_cell_carcinoma_of_lung Xeroderma_pigmentosum,_group_G myeloblastosis Rectal_Carcinoma Nausea_and_vomiting Lung_Neoplasms Malignant_neoplasm_of_breast Thrombocytopenia Malignant_neoplasm_of_large_intestine Secondary_malignant_neoplasm_of_liver TDP-43_Proteinopathies Adenocarcinoma Squamous_cell_carcinoma Adrenal_Cancer Stomach_Carcinoma Neoplasm_Metastasis Mammary_Neoplasms Biliary_Tract_Cancer Primary_malignant_neoplasm_of_lung Carcinoma_breast_stage_IV Adenocarcinoma,_Clear_Cell Malignant_neoplasm_of_adrenal_cortex Neutropenia Colorectal_Carcinoma Thymus_Neoplasms Virus_Diseases Agenesis_of_corpus_callosum Chronic_Obstructive_Airway_Disease Adrenocortical_carcinoma Non-Small_Cell_Lung_Carcinoma
PSMD7	MYC_TARGETS_V1	Lupus_Erythematosus,_Systemic Rheumatoid_Arthritis Prostate_carcinoma Crohn_Disease HIV_Infections Encephalomyelitis melanoma Mycobacterium_Infections Malaria Multiple_Sclerosis Psoriasis_vulgaris Psoriasis Pulmonary_Sclerosing_Hemangioma Tuberculosis Liver_carcinoma Malignant_neoplasm_of_prostate Leishmaniasis,_Visceral Respiratory_syncytial_virus_(RSV)_infection_in_conditions_classified_elsewhere_and_of_unspecified_site Graft-vs-Host_Disease Cardiac_sarcoidosis Asthma Secondary_malignant_neoplasm_of_liver Carcinoma_of_lung Pleural_Effusion,_Malignant Inflammatory_Bowel_Diseases Teratocarcinoma
PRMT5	G2M_CHECKPOINT	Primary_malignant_neoplasm Chronic_Lymphocytic_Leukemia Carcinoma_of_lung Rheumatoid_Arthritis Alzheimer's_Disease Spinal_Muscular_Atrophy Lymphoma Lymphoid_leukemia Glioblastoma melanoma Malignant_neoplasm_of_breast Non-Small_Cell_Lung_Carcinoma Carcinogenesis Adult_T-Cell_Lymphoma/Leukemia Leukemogenesis Adenocarcinoma Stomach_Carcinoma Multiple_malignancy Leukemia,_Myelocytic,_Acute B-Cell_Lymphomas Primary_malignant_neoplasm_of_lung Colorectal_Cancer Congestive_heart_failure Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse leukemia Endometrial_Carcinoma Glioblastoma_Multiforme Breast_Carcinoma Retinoblastoma Hypertrophic_disorder_of_skin,_unspecified Huntington_Disease Malignant_neoplasm_of_prostate Astrocytoma Adenocarcinoma_in_Situ Malignant_Neoplasms Prostate_carcinoma Lymphoma,_Non-Hodgkin Multiple_Endocrine_Neoplasia_Type_1 Glioma Hepatitis_B Heart_failure Malignant_neoplasm_of_stomach Malignant_neoplasm_of_lung Adenocarcinoma_of_lung_(disorder) Teratoma
TRIP13	E2F_TARGETS	Congenital_pontocerebellar_hypoplasia Malignant_neoplasm_of_breast Multiple_Myeloma Pontoneocerebellar_hypoplasia Schizophrenia Chronic_Lymphocytic_Leukemia Squamous_cell_carcinoma_of_the_head_and_neck Neoplasm_Metastasis Hematologic_Neoplasms Bartter_Disease Malignant_Head_and_Neck_Neoplasm Breast_Carcinoma Mycosis_Fungoides Nephroblastoma
